id;year;TC;Y1;Y2;W1;W2;W3;ER;LA;TA;ZSCORE;ZSCORE3;SDROA;LLP;lnzscore;lnzscore3;lnsdroa;scope;ms_county
147679;2007;4764.012;29025.64;75537.84;16.08943;66.8421;3.302046;0.069864988;0.688193753;109762.4611;49.615;33.47222;0.1593993;0;3.904293207;3.510715841;-1.836342904;0.987367524;0.007440162
266253;2007;3188.875;7727.868;32618.42;16.71807;44.11111;6.589097;0.122467004;0.712010391;45811.71907;58.73176;17.13025;0.2739549;-202.423437;4.072980637;2.840845907;-1.294791785;0.377782103;0.003105311
361653;2007;14203.54;20145.37;231239.1;6.692317;42.83636;3.172197;0.07833542;0.820349172;281878.8729;12.45085;7.684121;0.9644864;1012.117185;2.521788894;2.039155992;-0.036159547;0.339781541;0.019106937
2290887;2007;8814.364;23419.92;155992.2;125.7563;67.45161;1.812411;0.080096245;0.787669857;198042.6173;33.58138;7.567206;0.2917292;235.3760896;3.513971747;2.023823911;-1.231929304;0.726117101;0.013424162
147053;2007;3552.296;3750.012;45566.93;11.63201;50.58333;3.693192;0.076359586;0.71913822;63363.24332;38.02027;21.32716;0.2519185;211.8384806;3.638119439;3.059981378;-1.378649656;0.695293008;0.061862136
297453;2007;15487.75;217850.9;151541.7;17.38334;60.33846;2.880616;0.058021653;0.392443999;386148.5975;35.89417;6.730955;0.23746;367.1866998;3.580574887;1.906717036;-1.437756091;0.879242553;0.37700054
331106;2007;8057.395;22166.78;99241.15;21.36391;65.62295;2.861227;0.085105216;0.709033183;139966.8624;18.91601;8.581047;0.522419;47.07521792;2.940008653;2.149555934;-0.649285331;0.743252276;0.136650976
436542;2007;4434.485;14452.09;79664.45;53.95683;62.95833;3.42197;0.103483117;0.79804201;99824.8826;126.7781;19.80166;0.1021135;0;4.842438314;2.985765773;-2.281670339;0.4547733;0.09745998
449430;2007;6010.564;15368.18;83397.52;17.41294;45.86111;4.055349;0.085546913;0.779113797;107041.5135;25.47075;11.13394;0.4003356;282.4513075;3.237530735;2.409998101;-0.915452084;0.56980166;0.104505645
732637;2007;2448.853;22395.56;27587.96;35.5198;34.34211;1.622679;0.112222695;0.48294161;57124.83544;33.94031;35.33392;0.4313128;153.4652104;3.524603394;3.564843409;-0.840921698;0.523572977;0.055771519
822408;2007;7271.238;59445.64;116592.1;52.78471;73.74468;2.712912;0.075154841;0.624664374;186647.59;95.14883;11.6959;0.1016875;29.18663511;4.555442297;2.459238353;-2.285850894;0.902153063;0.182225813
1904673;2007;15887.89;42676.51;290219.7;38.11485;64.35555;2.200693;0.129034001;0.792217514;366338.4043;28.02148;13.62023;0.5868407;382.2507695;3.332971359;2.611556188;-0.533001876;0.686332873;0.357659661
2583721;2007;8879.327;10596.63;126408.3;12.06144;54.77049;3.744963;0.152214482;0.734945476;171996.8407;44.08344;18.6349;0.4192445;70.61282688;3.786084202;2.925036167;-0.869300997;0.516773525;0.167922148
2685764;2007;5318.558;8576.163;82842.02;8.379889;54.02128;2.610969;0.103572681;0.789436313;104938.1928;18.594;10.10803;0.6577723;129.9276015;2.922838948;2.313330157;-0.418896456;0.703823585;0.102452154
2920287;2007;6686.564;23331.42;91095.26;20.11288;48.53846;4.228863;0.075702234;0.734734683;123983.8844;269.916;17.87512;0.0355949;414.2619177;5.598110799;2.883409802;-3.33555291;0.771888298;0.121046643
763752;2007;2398.012;46031.09;32560.99;10.61653;30.78788;1.268758;0.104859031;0.345770881;94169.26592;28.54064;15.46421;0.4234166;18.83008717;3.351329036;2.738528322;-0.859398715;0.624065296;100
177546;2007;12147.29;17664.5;107173.3;19.86527;54.7931;5.227937;0.098082544;0.778695022;137631.9316;13.01488;13.30391;0.6926478;1917.844378;2.566093318;2.588057977;-0.367233634;0.701358236;0.096709853
180201;2007;2267.143;12437.27;33784;21.3228;43;2.027414;0.117256233;0.65496658;51581.25778;115.6149;25.62859;0.117381;22.5961046;4.750264841;3.243708525;-2.142330225;0.804674382;0.036244611
374934;2007;13408.91;81301.73;141070.3;13.07129;67.41177;3.286454;0.086568884;0.592420505;238125.2823;123.6712;19.9908;0.08726;254.2061768;4.817626431;2.995272168;-2.438863111;0.540332999;0.167323532
2068134;2007;12063.5;72672.84;137721.4;18.22584;56.66327;2.345186;0.070572349;0.576778808;238776.8033;110.086;19.38568;0.0891146;484.8747446;4.701261879;2.964534649;-2.417832097;0.431650176;0.167781337
2493110;2007;15385.12;39216.48;201926.3;10.02323;48.2233;3.757032;0.093773837;0.747041836;270301.1938;36.12941;24.25057;0.3050545;975.3985153;3.587107215;3.188440122;-1.18726483;0.742662589;0.189932585
109574;2007;7325.845;34218.98;101971.5;16.6071;58.68889;3.067436;0.108746319;0.676779081;150671.767;45.00106;19.92943;0.2664804;141.2256538;3.806686045;2.992197534;-1.322454584;0.926445066;0.247210343
222446;2007;17128.79;50744.26;259543.6;194.095;59.94565;3.30607;0.097547525;0.737341254;351999.293;43.84734;18.8716;0.2630609;850.1784356;3.780714056;2.937658146;-1.335369715;0.61810743;0.577532658
258306;2007;13542.6;6603.711;274445.7;24.83638;72.75903;2.435182;0.103321552;0.878047985;312563.4414;46.13593;8.668826;0.2652918;278.6852901;3.831592039;2.159733372;-1.326924927;0.781122488;0.512829425
477303;2007;12041.84;50032.48;222116.9;14.80718;45.97436;2.588402;0.082719414;0.735191333;302121.2166;45.79682;14.35621;0.2286226;65.90530508;3.824214656;2.664182601;-1.47568267;0.69713632;0.495696647
613839;2007;9250.28;38967.93;136072.8;20.27187;45.16456;3.050392;0.117004617;0.701236758;194046.8728;36.73753;30.12502;0.4018641;22.5961046;3.603798848;3.405356056;-0.911641307;0.824885508;0.318376793
635907;2007;22408.75;126327.3;286819.9;19.19668;68.52041;3.63146;0.11574753;0.61699618;464864.9524;23.67395;14.88544;0.5209454;112.980523;3.164375288;2.700383554;-0.652110041;0.775921123;0.762713723
897853;2007;3705.761;12572.85;45510.44;71.69231;44.65517;3.53934;0.092869423;0.741881062;61344.65797;38.22928;21.33207;0.3300056;312.579447;3.643601714;3.060211574;-1.108645655;0.522257606;0.100649473
2482824;2007;20954.12;22223.27;260443.6;17.80602;44.36735;3.371295;0.078539959;0.858603744;303333.8742;16.98676;9.163227;0.5882919;4939.131864;2.832434217;2.215198409;-0.530532026;0.402621097;0.497686279
3217331;2007;8224.982;31912.29;110448.8;13.64994;59.725;3.662986;0.090078285;0.690348856;159989.8356;25.56739;25.56739;0.4147845;582.7911978;3.241317711;3.241317711;-0.879996171;0.47952174;0.262498695
537355;2007;3090.017;21552.92;28482.39;17.98848;43.65625;2.421613;0.113673048;0.420961819;67660.26921;41.36546;17.1644;0.3165149;0;3.722446233;2.842837471;-1.150384961;0.252329214;0.285238442
767255;2007;4377.054;7202.508;78139.21;25.42373;54.3;2.707512;0.091465408;0.730754643;106929.4745;47.49249;26.9977;0.262298;52.72424407;3.860571593;3.295751677;-1.338274017;0.657390289;0.450787398
1940747;2007;7471.779;6550.046;132819.9;59.01848;51.25714;3.372038;0.123093745;0.870299063;152614.0905;107.0482;107.0482;0.1332981;522.5349189;4.6732792;4.6732792;-2.015167305;0.87715016;0.64338209
491402;2007;13216.84;44233.76;210060;15.69607;61.29787;2.790472;0.111391278;0.721285844;291229.8941;51.71732;16.41548;0.2448584;77.20335738;3.945792735;2.798224792;-1.407075195;0.870822863;1.307635602
616755;2007;16494.21;265726.4;156954.4;26.84141;50.67143;2.87622;0.060112755;0.357604613;438904.8527;20.20437;13.9475;0.4367564;242.9081245;3.005898918;2.635300281;-0.828379676;0.889379198;1.970702949
734350;2007;5517.215;20322.37;77949.97;31.52015;45.85106;2.581212;0.08021662;0.626190276;124482.8817;37.42166;27.93875;0.2924948;0;3.622249681;3.330014614;-1.22930839;0.315717186;0.558933857
743679;2007;13318.52;60456.82;224514.9;17.60245;59.10227;3.260954;0.100891254;0.725103324;309631.5968;70.16931;24.55293;0.1764348;268.3287421;4.250911036;3.200831195;-1.734803876;0.718863805;1.390260092
851060;2007;1656.106;19263.18;10410.21;16.8254;46.05263;1.936276;0.136042855;0.254177975;40956.38109;25.56312;42.44491;0.6567321;0;3.241150688;3.748207;-0.420479106;0.351631624;0.183896032
1014246;2007;1747.432;5729.996;27734.84;21.19565;42.33333;2.703989;0.090322918;0.772122167;35920.27428;46.56531;18.66623;0.2356802;44.25070484;3.840855843;2.926716009;-1.445279478;0.393300754;0.161283681
57572;2007;2318.925;9132.592;38346.53;9.440684;62.09091;2.128149;0.093408706;0.652227507;58793.18116;69.08963;41.33007;0.1624339;0;4.235404647;3.721590322;-1.817484129;0.825778747;0.261018388
113601;2007;22378.62;12572.85;374163.3;165.5067;61.72165;3.931478;0.114613852;0.889536142;420627.4286;26.81515;24.43801;0.5471971;621.3928765;3.288967026;3.196139707;-0.602946212;0.727820072;1.867418827
190451;2007;7833.316;35138.82;107579.1;28.47747;49.15789;3.240128;0.110729671;0.715789984;150294.2237;88.84179;38.86712;0.1504725;92.26742712;4.486857147;3.660148649;-1.893974936;0.535243337;0.667246698
561659;2007;20586.93;97173.61;317504.5;16.45833;47.63115;3.270232;0.082906838;0.725786835;437462.4681;51.97944;10.21774;0.2067214;1903.721813;3.950848256;2.324125425;-1.576383286;0.479498959;1.94215972
733054;2007;9960.175;108043.3;77246.66;42.89746;66.04;3.474379;0.080166898;0.370472688;208508.3797;38.00584;19.36304;0.2688049;112.980523;3.637739832;2.963366094;-1.313769441;0.387069696;0.925694444
769334;2007;2882.886;26276.45;29849.46;28.24742;54.86666;3.323992;0.071311275;0.473278889;63069.49396;34.71289;30.86356;0.2452967;47.07521792;3.547111088;3.4295762;-1.405286781;0.417737672;0.28000352
832528;2007;1836.875;21386.27;34218.98;15.28701;42.86364;2.324191;0.121010975;0.573048126;59713.97242;17.82397;18.83641;0.9075894;-497.1143012;2.880544181;2.935791699;-0.096963205;0.631478586;0.265106336
908450;2007;7051.868;7077.288;94984.61;16.85993;50.09434;2.692425;0.071164569;0.645059409;147249.3986;17.37746;11.64737;0.5245788;216.5460024;2.855173964;2.455080403;-0.645159624;0.458438648;0.653728883
2009605;2007;21487.95;115503.8;385926.4;19.71848;53.95454;3.180023;0.091011675;0.736575018;523947.1754;80.0968;17.17765;0.145785;60.25627893;4.383235903;2.84360912;-1.925622345;0.457389336;2.326117493
2792064;2007;6023.745;20857.15;108355.9;11.43552;46.32143;3.849873;0.077414176;0.740725802;146283.4152;189.2247;9.227667;0.0528839;56.4902615;5.242935198;2.222206254;-2.939656334;0.741486733;0.6494403
2905761;2007;2592.903;6388.107;27085.2;161.2245;49.85;3.6048;0.103505469;0.662582403;40878.23623;34.14538;5.492424;0.3807695;127.1030884;3.530627291;1.703369688;-0.965561074;0.745133897;0.181483143
187451;2007;2497.811;14027.47;29153.68;16.39073;49.05263;3.271821;0.112816926;0.583298749;49980.70037;28.21293;25.54551;0.4696499;0;3.339780383;3.240461567;-0.755767755;0.358517224;0.122576054
303701;2007;5373.166;31001.86;72719.91;12.52106;46.72131;2.14993;0.123710151;0.614952199;118252.9474;32.97158;26.89529;0.4302103;56.4902615;3.495645978;3.291951178;-0.84348112;0.589029314;0.290011536
368933;2007;2221.009;10634.29;31861.45;104.1534;43.4;2.212508;0.184378011;0.666830895;47780.40468;673.2952;29.57534;0.0316544;39.54318305;6.512183866;3.386940906;-3.45287812;0.374704623;0.1171799
376442;2007;10156.95;36594.39;160493.5;19.33872;54.51563;2.673787;0.087779453;0.669679694;239657.1099;46.69395;10.48814;0.2281797;188.3008717;3.843614606;2.350245095;-1.477621803;0.435825605;0.587751326
411624;2007;6760.943;16232.48;85721.15;78.57143;45.70454;3.856258;0.10584096;0.697539209;122890.7979;54.88163;14.62114;0.2299999;207.1309588;4.005178684;2.682468427;-1.469676405;0.616872492;0.301385715
548641;2007;2724.714;34370.56;36432.45;38.9325;44.35;2.957792;0.101961072;0.468140156;77823.80876;120.0279;14.13082;0.1040782;4.707521792;4.787724216;2.648358228;-2.262612739;0.451913317;0.190860379
593333;2007;2314.218;10072.21;32915.93;24.55573;50.0625;2.758691;0.06886312;0.65707512;50094.62239;71.69424;10.71546;0.119828;0;4.27241041;2.371687558;-2.121697898;0.391004394;0.122855444
835378;2007;2381.064;5954.074;28430.61;21.81818;44.07143;4.118734;0.119434773;0.64948172;43774.30364;32.96495;31.0019;0.4032173;112.980523;3.495444876;3.434048493;-0.908279656;0.85303929;0.107355067
860352;2007;2713.416;8602.525;40079.84;24.77612;51.25;2.911824;0.081948928;0.678709216;59053.03636;60.12848;20.2321;0.1731993;23.53760896;4.096483606;3.007270452;-1.753312324;0.376854819;0.144825665
866859;2007;6158.38;17479.03;92718.41;11.68683;54.02083;3.02091;0.095811824;0.77251157;120022.0341;57.76436;5.430927;0.2117266;96.97494891;4.056371977;1.692109838;-1.552459459;0.406799182;0.294350164
945969;2007;3809.327;25507.24;40672.05;56.19596;48.68571;2.554372;0.082228806;0.512139934;79415.89263;8.190042;12.2483;1.239813;0;2.102919026;2.505387152;0.214960562;0.292209458;0.194764913
1007417;2007;20155.72;163365.1;340699.3;24.26703;59.07609;1.607954;0.127936544;0.609093882;559354.3298;131.2678;35.13343;0.1191927;306.9304208;4.877239511;3.559153099;-2.127013768;0.793171054;1.371798438
47500;2007;13309.11;49309.41;215219.4;10.23022;55.15054;3.260243;0.149083734;0.759289627;283448.3606;35.03481;19.23629;0.4658146;0;3.556342139;2.956798599;-0.763967578;0.836720289;0.782780987
352820;2007;3890.296;26354.59;60503.89;27.46694;39.26471;2.792186;0.092257258;0.638321283;94785.95128;70.08619;10.97053;0.169758;63.08079201;4.24972577;2.395212587;-1.773381386;0.384504864;0.261764225
703767;2007;20544.57;79437.55;321727.1;46.41844;66.84568;1.953883;0.107870987;0.706722748;455238.0704;106.7597;14.8126;0.1304865;451.922092;4.670580514;2.69547817;-2.036485506;0.556837114;1.257201506
894245;2007;2050.596;8110.119;26513.71;14.31385;60.11111;3.720702;0.10358501;0.656847109;40365.11636;30.46545;11.45204;0.4289722;122.3955666;3.416593255;2.43816788;-0.846363164;0.36859234;0.111473729
54049;2007;3554.179;7916.168;57226.52;14.28571;47.68;2.972656;0.080421763;0.744357523;76880.42139;235.2518;12.61135;0.0434931;150.6406973;5.46065643;2.534597202;-3.135152974;0.636288217;0.482376769
319047;2007;5959.723;22472.77;91145.16;36.21795;44.35294;2.918011;0.091444895;0.679297227;134175.6691;40.30494;17.90125;0.2741673;143.1086625;3.696474042;2.884870543;-1.294016775;0.497677965;0.84186877
601733;2007;5021.984;51280.92;59529.44;24.50569;45.44681;2.02823;0.144779209;0.450341899;132187.2119;124.5749;46.24896;0.1372016;340.8245777;4.824907141;3.834038977;-1.986303902;0.577529596;0.829392439
656470;2007;24513.01;115280.6;389423.2;11.42027;49.18079;3.033703;0.12040272;0.709786341;548648.4838;69.97269;16.27356;0.2242664;387.8997956;4.248105023;2.789541705;-1.494920648;0.637063213;3.442427582
729057;2007;4545.583;9848.136;55352.93;13.2984;47.71429;2.909549;0.08873788;0.692379331;79945.95958;136.8759;12.96332;0.07858;70.61282688;4.919074676;2.562123831;-2.543638065;0.552046189;0.501611113
819172;2007;4325.271;2264.318;67657.45;26.39405;65;3.533877;0.125763062;0.860136998;78658.92312;37.09259;28.73731;0.3734505;274.9192726;3.613417219;3.358196278;-0.984969813;0.916979393;0.49353576
478195;2007;2091.081;4081.421;41476.09;21.10199;45.9375;2.855144;0.082378681;0.80359355;51613.26892;37.72082;18.40618;0.2792265;0;3.630212197;2.912686478;-1.275731999;0.390021433;0.320342665
147633;2007;9258.754;25242.67;130525.5;15.49606;48;3.150713;0.090337878;0.743263776;175611.2759;73.94711;39.02923;0.1514055;235.3760896;4.303350108;3.664310853;-1.887793611;0.522740563;0.509655382
497039;2007;19212.34;41209.64;308202.4;10.40098;39.14103;3.301748;0.115973683;0.737955164;417643.8013;80.34373;20.53753;0.1835867;903.844184;4.386314056;3.022253944;-1.695068244;0.776159869;1.212077129
588245;2007;3872.407;776.7411;72586.22;20.26627;52.26087;3.550967;0.094556408;0.896558942;80960.90128;24.65095;9.339456;0.5060479;96.03344455;3.204815439;2.234248006;-0.68112395;0.445543921;0.234963039
999935;2007;15967.91;59266.76;167608.5;32.22432;41.80328;3.290059;0.106999173;0.653522018;256469.5532;35.79598;13.9368;0.3419148;1269.147875;3.577835597;2.634532824;-1.073193696;0.781996836;0.744320588
1015252;2007;5805.316;139739;29300.56;18.13446;40.96721;1.738525;0.077636215;0.156545068;187170.1249;31.79648;7.711585;0.3119548;84.73539225;3.459355592;2.042723744;-1.164896973;0.514313628;0.543201233
2888789;2007;15356.88;41194.58;241933.7;93.04391;49.44231;3.396643;0.086437074;0.804932478;300563.9684;57.98964;13.7909;0.1825632;98.85795763;4.060264374;2.624008954;-1.700658865;0.593109843;0.87229048
99853;2007;2692.702;20307.31;21039.8;22.08923;47.86207;2.64384;0.089583825;0.437867432;48050.61643;25.31821;15.46126;0.4515764;62.13928765;3.2315239;2.73833754;-0.795010707;0.436767961;0.217645982
127701;2007;5496.502;19637.9;91061.36;21.17798;57.86486;2.663886;0.108545008;0.735025002;123888.7925;158.9587;29.49228;0.0771009;44.25070484;5.06864442;3.384128534;-2.562640325;0.684460187;0.561156128
152673;2007;2921.488;1452.741;82607.59;23.40116;54.27273;2.972558;0.115235829;0.907529969;91024.64137;46.34365;32.41294;0.3123533;35.77716562;3.836084282;3.478557726;-1.16362036;0.970761814;0.412297467
327949;2007;17064.77;26017.53;299474.7;9.395804;57.425;3.802873;0.075527351;0.84847861;352954.9199;18.54341;22.39054;0.5024004;135.5766276;2.92011447;3.108638548;-0.688357868;0.879457562;1.59871456
328423;2007;25534.54;84062.22;338257.1;21.50946;52.89498;2.864833;0.117220499;0.693431315;487801.8816;211.7877;28.13868;0.0679109;127.1030884;5.355584358;3.337145142;-2.689558727;0.503280723;2.209505879
411576;2007;1843.466;59.31477;30618.66;19.26803;54.66667;3.731794;0.124831568;0.842774867;36330.77018;11.09328;16.79344;1.184159;10.35654794;2.40633952;2.820988334;0.169032818;0.802099196;0.164560764
528102;2007;7082.938;41262.37;99415.33;31.69165;60.34091;3.100628;0.130966405;0.638871254;155610.8988;121.9718;31.38746;0.1207775;10.35654794;4.80378987;3.44640845;-2.113805269;0.850422553;0.704841881
540739;2007;6889.929;48835.83;73855.37;11.68587;54.3913;3.562552;0.084654093;0.533596369;138410.5557;64.86516;21.03224;0.1710392;463.2201443;4.172310654;3.046056499;-1.765862509;0.554037666;0.626932671
722432;2007;9093.99;34771.64;150599.3;16.3067;42.07217;2.705201;0.115699144;0.737821585;204113.4374;329.633;19.50995;0.0436927;96.03344455;5.797979914;2.970924592;-3.130574239;0.661137849;0.924534851
1008955;2007;3315.978;16460.32;44129.25;22.56034;47;2.947598;0.086345301;0.645366037;68378.63703;24.00789;14.02557;0.430082;0;3.178382526;2.640882092;-0.843779391;0.40350597;0.309722054
1017256;2007;6017.154;19962.72;72495.84;13.29243;50.28571;3.482356;0.07273604;0.728022282;99579.14997;14.60835;17.6506;0.6171253;442.5070484;2.681593283;2.870769777;-0.482683196;0.729353986;0.451045241
1166060;2007;7646.898;6167.795;123865.3;53.40996;71.75555;2.245684;0.112175675;0.860973449;143866.5735;20.92114;6.64301;0.6737558;1096.852577;3.040760131;1.893565174;-0.394887548;0.481034705;0.651645785
811756;2007;9818.949;31466.02;170186.3;12.05836;47.45361;2.390134;0.104968876;0.77268984;220251.7636;31.56228;13.11681;0.4609568;562.0781019;3.451962737;2.573894614;-0.77445095;0.439423932;0.239174072
2736714;2007;5364.692;4320.563;105246.1;90.09585;65.48781;1.537247;0.106182494;0.674448016;156047.7569;10.55812;11.41706;1.399138;179.8273324;2.356895232;2.435108728;0.335856333;0.565483043;0.16945416
18135;2007;8652.425;32958.3;119840.3;8.162786;65.72414;2.651828;0.080848848;0.607671806;197212.2104;185.2772;18.39266;0.0550824;56.4902615;5.221853082;2.911951672;-2.898925033;0.433322297;0.127006336
25647;2007;4876.051;21695.08;54710.82;70.93275;55.77419;3.841896;0.084615646;0.646550306;84619.58722;58.07659;15.0665;0.1705063;0;4.061762657;2.712473736;-1.768983033;0.866437394;0.054495732
126012;2007;8538.503;67933.3;88708.54;36.65937;58.26027;2.201844;0.081318097;0.514801495;172316.0107;125.6932;15.21955;0.077141;229.7270634;4.833844017;2.722580786;-2.562120363;0.563851167;0.110972972
138051;2007;2744.485;17126.91;41743.48;29.78723;39;3.900422;0.098818909;0.655397734;63691.82834;95.15085;19.50257;0.123088;7.532034867;4.555463527;2.970546252;-2.094855732;0.515099269;0.041018078
211338;2007;5430.597;12790.34;92043.35;19.37378;38.35294;3.670994;0.095872358;0.833052141;110489.3025;52.97934;16.77877;0.2481448;456.6296138;3.969902026;2.820114397;-1.393742832;0.64446752;0.071156048
383534;2007;9864.142;39630.74;147281.4;22.46447;54.33333;2.99941;0.136909931;0.69376093;212294.1687;51.51117;23.99091;0.3207591;254.2061768;3.941798677;3.177675009;-1.137064905;0.920741783;0.136719245
468673;2007;6612.185;12460.81;123306.9;12.67252;48.04546;3.412935;0.108099179;0.817645196;150807.3436;27.96063;27.96063;0.4791846;726.8413646;3.330797449;3.330797449;-0.73566937;0.714682312;0.097121208
513322;2007;1743.666;10107.05;23817.24;30.06289;47.875;2.213005;0.119041761;0.622190086;38279.6842;78.71671;16.26276;0.18991;64.02229637;4.365855458;2.788877831;-1.661205003;0.335385764;0.024652441
614751;2007;4548.408;20891.04;66428.78;21.24084;52.63889;2.650043;0.080686566;0.694004804;95718.04059;41.88041;16.45895;0.2545228;84.73539225;3.734818176;2.800869402;-1.36836486;0.484119066;0.06164323
673431;2007;18982.61;124231.5;170644.8;47.79661;45.28378;2.535262;0.10150552;0.522836307;326382.8424;127.5111;22.86419;0.0965633;75.32034867;4.84820342;3.129571931;-2.337556527;0.742008726;0.210193318
775456;2007;16752.19;87044.91;287010.1;13.93159;57.69767;3.58026;0.113696324;0.711049914;403642.69;59.32829;20.47472;0.2376699;72.49583559;4.083086258;3.019190954;-1.436872543;0.568887271;0.259949315
1402405;2007;5859.923;11567.32;68671.45;29.41653;67;4.738403;0.081269778;0.793209634;86574.15026;13.13279;8.347516;0.7421333;253.2646724;2.575112156;2.12196401;-0.298226402;0.922652566;0.055754487
2298995;2007;26741.55;85691.96;358228.3;9.810506;71.39474;4.677275;0.139038114;0.674373703;531201.4665;39.45667;10.32354;0.3988294;417.0864307;3.675203108;2.334426724;-0.919221522;0.531139916;0.342098249
2533043;2007;4967.377;949.9779;63844.35;84.4078;67.65385;4.230545;0.092117766;0.815908819;78249.36873;34.08028;9.998292;0.3225128;188.3008717;3.528718918;2.302414278;-1.131612454;0.919207283;0.050393257
2834759;2007;7055.634;6112.246;138637.5;29.79327;58.11111;2.235932;0.127177405;0.885395701;156582.5313;27.01974;16.78394;0.5116519;868.0670184;3.29656771;2.820422477;-0.670110768;0.468941078;0.100840478
261070;2007;8723.038;7149.784;114410.7;17.55799;59.58461;3.277649;0.095512032;0.789828305;144855.1531;13.51043;19.20757;1.002142;-37.66017433;2.60346198;2.955304472;0.002139709;0.569078473;0.700632493
307334;2007;5281.839;10460.11;64088.2;23.86426;50.06061;3.776697;0.082508582;0.743593085;86187.19197;57.12482;6.96956;0.1864296;362.479178;4.045238698;1.941552095;-1.679701591;0.707119923;0.416868478
465243;2007;5348.686;23071.56;97405.22;17.71321;49.08571;2.97389;0.081668832;0.740120499;131607.2452;82.1576;26.02576;0.1235337;49.89973099;4.408639354;3.259086817;-2.091241286;0.846050176;0.636555279
860334;2007;5249.828;69022.63;62828.47;20.06803;49.44186;2.305341;0.081393474;0.44230872;142046.6456;54.99191;14.90808;0.1851933;23.53760896;4.007186084;2.701903348;-1.686355135;0.726450211;0.687048361
1401387;2007;10686.07;11010.89;190281.8;29.47645;76.92308;3.243325;0.128789062;0.831696872;228787.4421;110.7932;8.410222;0.1321919;299.398386;4.707665401;2.129447871;-2.023500624;0.605521665;1.106594502
2839053;2007;4122.848;16909.42;57552.28;12.9552;47.35714;3.717988;0.101529487;0.72758438;79100.48867;92.50121;8.645742;0.1343629;0;4.527221726;2.157066945;-2.007210931;0.606818644;0.382591654
2873860;2007;8881.211;31774.83;127295.2;32.82905;56.48718;3.95264;0.076461074;0.755414278;168510.4501;52.71149;8.307296;0.1776072;128.0445927;3.964833458;2.117134165;-1.728180909;0.464076668;0.815047959
288358;2007;9097.757;55678.68;121028.5;17.82801;46.81081;3.077467;0.080540105;0.63956455;189235.7855;51.72519;15.36672;0.206812;367.1866998;3.945944897;2.732204132;-1.575945111;0.458330029;0.116178754
429021;2007;14576.37;32637.25;297337.4;15.76157;49.2234;3.110104;0.107209968;0.853988608;348174.9022;71.57166;21.6885;0.192223;169.4707845;4.270699186;3.076782166;-1.649099123;0.751205566;0.213757277
933023;2007;14047.25;44484.2;222854.1;13.55036;60.28724;2.893186;0.10042653;0.765422501;291151.7493;94.40856;25.90488;0.1403288;325.760508;4.547631747;3.254431368;-1.963767039;0.769320636;0.178748683
944748;2007;2681.404;13997.35;36236.62;35.78732;62.69231;3.410678;0.126277736;0.647074652;56000.67923;91.26104;32.75032;0.1604213;94.15043584;4.513723971;3.488912733;-1.829951799;0.364965717;0.03438086
